"ID";"ParkingName";"global_id";"ParkingZoneNumber";"AdmArea";"District";"Address";"WorkingHours";"Price";"CarCapacity";"Longitude_WGS84";"Latitude_WGS84";"Coordinates";"geoData";
"3020148";"Парковка №3020 (48)";"64189573";"3020";"Южный административный округ";"Донской район";"Малая Калужская Улица, Дом 27";"круглосуточно";"40.0";"4";"37.5950350994983";"55.7155761500965";"55.7154477,37.5948822|55.7157046,37.595188";"{type=MultiLineString, coordinates=[[[37.5948821996667, 55.71544770015631], [37.59518799966413, 55.71570460008833]]], center=[[37.5950350996654, 55.7155761501223]]}";
"3020149";"Парковка №3020 (49)";"64189574";"3020";"Южный административный округ";"Донской район";"Малая Калужская Улица, Дом 15, Строение 31";"круглосуточно";"40.0";"18";"37.5958853954602";"55.7162786508982";"55.7158979,37.5954187|55.7166594,37.5963521";"{type=MultiLineString, coordinates=[[[37.59541869960551, 55.7158978999995], [37.596352100389666, 55.7166593997713]]], center=[[37.5958853999976, 55.7162786498854]]}";
"3020150";"Парковка №3020 (50)";"64189575";"3020";"Южный административный округ";"Донской район";"Малая Калужская Улица, Дом 19";"круглосуточно";"40.0";"4";"37.5969770496551";"55.7171731000712";"55.7170704,37.5968456|55.7172758,37.5971085";"{type=MultiLineString, coordinates=[[[37.596845599772486, 55.71707039978883], [37.5971084998252, 55.7172758000118]]], center=[[37.5969770497989, 55.7171730999003]]}";
"3020151";"Парковка №3020 (51)";"64189581";"3020";"Южный административный округ";"Донской район";"Малая Калужская Улица, Дом 17";"круглосуточно";"40.0";"9";"37.5975188490692";"55.7176097001944";"55.717442,37.5973016|55.7177774,37.5977361";"{type=MultiLineString, coordinates=[[[37.59730159988207, 55.71744200000516], [37.59773609971362, 55.717777399931556]]], center=[[37.5975188497979, 55.7176096999684]]}";
"3020152";"Парковка №3020 (52)";"64189584";"3020";"Южный административный округ";"Донской район";"Малая Калужская Улица, Дом 12";"круглосуточно";"40.0";"10";"37.5967463983698";"55.717173100327";"55.7169465,37.5964648|55.7173997,37.597028";"{type=MultiLineString, coordinates=[[[37.59646480033029, 55.716946500217475], [37.597027999995966, 55.717399700056575]]], center=[[37.5967464001631, 55.7171731001371]]}";
"3020153";"Парковка №3020 (53)";"64189590";"3020";"Южный административный округ";"Донской район";"Малая Калужская Улица, Дом 15, Строение 4";"круглосуточно";"40.0";"3";"37.5979936497305";"55.7180040500524";"55.7179104,37.597881|55.7180977,37.5981063";"{type=MultiLineString, coordinates=[[[37.59788099976557, 55.717910400171505], [37.59810629993377, 55.71809769976801]]], center=[[37.5979936498497, 55.7180040499697]]}";
"3020142";"Парковка №3020 (42)";"64189617";"3020";"Южный административный округ";"Донской район";"5-Й Донской Проезд, Дом 15";"круглосуточно";"40.0";"3";"37.5991871997951";"55.7083881500325";"55.7084788,37.5992757|55.7082975,37.5990987";"{type=MultiLineString, coordinates=[[[37.59927569982119, 55.708478800187265], [37.599098700269195, 55.7082975000299]]], center=[[37.5991872000452, 55.7083881501086]]}";
"3020143";"Парковка №3020 (43)";"64189618";"3020";"Южный административный округ";"Донской район";"5-Й Донской Проезд, Дом 15";"круглосуточно";"40.0";"14";"37.5987445991131";"55.7079741001384";"55.7081645,37.598927|55.7077837,37.5985622";"{type=MultiLineString, coordinates=[[[37.59892699987904, 55.708164499955934], [37.59856220033038, 55.70778370025061]]], center=[[37.5987446001047, 55.7079741001033]]}";
"3020144";"Парковка №3020 (44)";"64189619";"3020";"Южный административный округ";"Донской район";"5-Й Донской Проезд, Дом 15";"круглосуточно";"40.0";"14";"37.5983154976583";"55.707230550375";"55.7069253,37.5980151|55.7075358,37.5986159";"{type=MultiLineString, coordinates=[[[37.59801510027118, 55.70692530023357], [37.59861589982143, 55.7075357997935]]], center=[[37.5983155000463, 55.7072305500135]]}";
"3020145";"Парковка №3020 (45)";"64189620";"3020";"Южный административный округ";"Донской район";"5-Й Донской Проезд, Дом 15, Строение 2";"круглосуточно";"40.0";"8";"37.5977253989863";"55.7066230501552";"55.7068286,37.5979185|55.7064175,37.5975323";"{type=MultiLineString, coordinates=[[[37.59791849993711, 55.70682860010718], [37.59753229982343, 55.70641749992024]]], center=[[37.5977253998802, 55.7066230500137]]}";
"3020146";"Парковка №3020 (46)";"64189621";"3020";"Южный административный округ";"Донской район";"5-Й Донской Проезд, Дом 15, Строение 42";"круглосуточно";"40.0";"7";"37.5972425991554";"55.7061334501382";"55.7063148,37.597425|55.7059521,37.5970602";"{type=MultiLineString, coordinates=[[[37.59742499965599, 55.70631480024561], [37.59706020010732, 55.70595210004833]]], center=[[37.5972425998816, 55.706133450147]]}";
"3005312";"Парковка №3005 (212)";"64189677";"3005";"Центральный административный округ";"Мещанский район";"Большая Екатерининская Улица, Дом 27, Строение 1";"круглосуточно";"40.0";"5";"37.6216291996346";"55.7844935000925";"55.7843985,37.621479|55.7845885,37.6217794";"{type=MultiLineString, coordinates=[[[37.62147900027099, 55.784398500111465], [37.62177939959693, 55.78458849989518]]], center=[[37.6216291999339, 55.7844935000034]]}";
"3005313";"Парковка №3005 (213)";"64189690";"3005";"Центральный административный округ";"Мещанский район";"Большая Екатерининская Улица, Дом 27, Строение 1";"круглосуточно";"40.0";"5";"37.6220547998616";"55.7847132333875";"55.7846489,37.6219028|55.7847303,37.6220798|55.7847605,37.6221818";"{type=MultiLineString, coordinates=[[[37.62190280026918, 55.78464890001411], [37.622079799821215, 55.784730300156696], [37.62218179992844, 55.78476050011794]]], center=[[37.6220423000988, 55.784704700066]]}";
"3005314";"Парковка №3005 (214)";"64189691";"3005";"Центральный административный округ";"Мещанский район";"Большая Екатерининская Улица, Дом 27";"круглосуточно";"40.0";"24";"37.6223963612526";"55.7837771038504";"55.7842296,37.6214254|55.7833246,37.6233673";"{type=MultiLineString, coordinates=[[[37.621425399594614, 55.7842295998047], [37.6233673003207, 55.78332459984021]]], center=[[37.6223963499576, 55.7837770998224]]}";
"3017104";"Парковка №3017 (4)";"64189898";"3017";"Юго-Восточный административный округ";"район Лефортово";"Улица Золоторожский Вал, Дом 32, Строение 15";"круглосуточно";"40.0";"16";"37.6837706436426";"55.7497994514828";"55.7493858,37.6831698|55.7502131,37.6843715";"{type=MultiLineString, coordinates=[[[37.683169799888034, 55.74938579986997], [37.68437149959979, 55.75021309980529]]], center=[[37.6837706497439, 55.7497994498377]]}";
"3017105";"Парковка №3017 (5)";"64189901";"3017";"Юго-Восточный административный округ";"район Лефортово";"Улица Золоторожский Вал, Дом 11, Строение 33";"круглосуточно";"40.0";"21";"37.6839744948638";"55.749687751182";"55.7493134,37.6834381|55.7500621,37.6845109";"{type=MultiLineString, coordinates=[[[37.68343809971393, 55.74931340014128], [37.68451090016557, 55.75006209987379]]], center=[[37.6839744999398, 55.7496877500076]]}";
"3017106";"Парковка №3017 (6)";"64189903";"3017";"Юго-Восточный административный округ";"район Лефортово";"Улица Золоторожский Вал, Дом 22";"круглосуточно";"40.0";"22";"37.6852619414628";"55.7508923519375";"55.7504063,37.6845753|55.7513784,37.6859486";"{type=MultiLineString, coordinates=[[[37.68457530038829, 55.75040630019791], [37.68594859987889, 55.7513784000104]]], center=[[37.6852619501336, 55.7508923501041]]}";
"3017107";"Парковка №3017 (7)";"64189904";"3017";"Юго-Восточный административный округ";"район Лефортово";"Улица Золоторожский Вал, Дом 11, Строение 20";"круглосуточно";"40.0";"21";"37.6855140916869";"55.7507746019069";"55.7502976,37.6848328|55.7512516,37.6861954";"{type=MultiLineString, coordinates=[[[37.68483279976955, 55.750297599753004], [37.68619540032512, 55.751251600195275]]], center=[[37.6855141000473, 55.7507745999742]]}";
"3017108";"Парковка №3017 (8)";"64189905";"3017";"Юго-Восточный административный округ";"район Лефортово";"Улица Золоторожский Вал, Дом 6, Строение 18";"круглосуточно";"40.0";"5";"37.6863831495677";"55.7516501500994";"55.7515415,37.6862276|55.7517588,37.6865387";"{type=MultiLineString, coordinates=[[[37.686227600436474, 55.751541499888596], [37.686538699595786, 55.75175880001611]]], center=[[37.6863831500161, 55.7516501499523]]}";
"3017109";"Парковка №3017 (9)";"64189906";"3017";"Юго-Восточный административный округ";"район Лефортово";"Улица Золоторожский Вал, Дом 6, Строение 18";"круглосуточно";"40.0";"5";"37.6875740491093";"55.7524712502183";"55.7523203,37.6873434|55.7526222,37.6878047";"{type=MultiLineString, coordinates=[[[37.68734339964752, 55.75232030006373], [37.68780469981728, 55.752622199962694]]], center=[[37.6875740497324, 55.7524712500132]]}";
"3017110";"Парковка №3017 (10)";"64189907";"3017";"Юго-Восточный административный округ";"район Лефортово";"Улица Золоторожский Вал, Дом 6, Строение 9";"круглосуточно";"40.0";"1";"37.6883464998732";"55.7529965500341";"55.7529422,37.6882553|55.7530509,37.6884377";"{type=MultiLineString, coordinates=[[[37.68825530015368, 55.75294219983889], [37.68843770037716, 55.75305089999229]]], center=[[37.6883465002654, 55.7529965499156]]}";
"3017111";"Парковка №3017 (11)";"64189908";"3017";"Юго-Восточный административный округ";"район Лефортово";"Улица Золоторожский Вал, Дом 11, Строение 29";"круглосуточно";"40.0";"7";"37.6888426989585";"55.7531520502342";"55.7529815,37.688604|55.7533226,37.6890814";"{type=MultiLineString, coordinates=[[[37.68860400009582, 55.752981499848396], [37.689081399872094, 55.75332259976098]]], center=[[37.688842699984, 55.7531520498047]]}";
"3017112";"Парковка №3017 (12)";"64189909";"3017";"Юго-Восточный административный округ";"район Лефортово";"Улица Золоторожский Вал, Дом 6, Строение 6";"круглосуточно";"40.0";"3";"37.6888078498434";"55.7532894000383";"55.753226,37.6887113|55.7533528,37.6889044";"{type=MultiLineString, coordinates=[[[37.68871130026326, 55.7532259998284], [37.6889044003201, 55.753352799797575]]], center=[[37.6888078502917, 55.753289399813]]}";
"3017113";"Парковка №3017 (13)";"64189910";"3017";"Юго-Восточный административный округ";"район Лефортово";"Улица Золоторожский Вал, Дом 4А, Строение 6";"круглосуточно";"40.0";"6";"37.6892852495527";"55.7536124501064";"55.7535038,37.6891243|55.7537211,37.6894462";"{type=MultiLineString, coordinates=[[[37.68912429981681, 55.75350380013541], [37.68944620031909, 55.75372109994786]]], center=[[37.6892852500679, 55.7536124500416]]}";
"3008387";"Парковка №3008 (287)";"64190018";"3008";"Центральный административный округ";"Таганский район";"Хлебников Переулок, Дом 7, Строение 3";"круглосуточно";"40.0";"6";"37.673702999631";"55.7475494000253";"55.7473539,37.6736292|55.7477449,37.6737768";"{type=MultiLineString, coordinates=[[[37.67362920019221, 55.74735390000501], [37.6737767996816, 55.747744899838224]]], center=[[37.6737029999369, 55.7475493999216]]}";
"3008388";"Парковка №3008 (288)";"64190019";"3008";"Центральный административный округ";"Таганский район";"Хлебников Переулок, Дом 7, Строение 2";"круглосуточно";"40.0";"9";"37.6739248994757";"55.7480252500515";"55.7478377,37.6738156|55.7482128,37.6740342";"{type=MultiLineString, coordinates=[[[37.67381559971537, 55.747837700076985], [37.67403420024818, 55.74821280003003]]], center=[[37.6739248999818, 55.7480252500535]]}";
"3020154";"Парковка №3020 (54)";"64190021";"3020";"Южный административный округ";"Донской район";"Малая Калужская Улица, Дом 15";"круглосуточно";"40.0";"20";"37.5988411445498";"55.7187322510496";"55.7183092,37.5983369|55.7191553,37.5993454";"{type=MultiLineString, coordinates=[[[37.59833690016218, 55.7183091998271], [37.59934540010408, 55.71915529992534]]], center=[[37.5988411501331, 55.7187322498762]]}";
"3020155";"Парковка №3020 (55)";"64190023";"3020";"Южный административный округ";"Донской район";"Малая Калужская Улица, Дом 1";"круглосуточно";"40.0";"29";"37.6004987813792";"55.7201115536767";"55.7193396,37.5995547|55.7208835,37.6014429";"{type=MultiLineString, coordinates=[[[37.599554700378775, 55.71933960021266], [37.60144289981718, 55.720883499906975]]], center=[[37.600498800098, 55.7201115500599]]}";
"3020156";"Парковка №3020 (56)";"64190053";"3020";"Южный административный округ";"Донской район";"Малый Калужский Переулок, Дом 2, Строение 4";"круглосуточно";"40.0";"4";"37.5998202002515";"55.7192308001923";"55.7192761,37.5996029|55.7191855,37.6000375";"{type=MultiLineString, coordinates=[[[37.59960290038364, 55.71927609997495], [37.6000374999282, 55.71918550009924]]], center=[[37.5998202001559, 55.719230800037]]}";
"3020157";"Парковка №3020 (57)";"64190058";"3020";"Южный административный округ";"Донской район";"Малый Калужский Переулок, Дом 2, Строение 4";"круглосуточно";"40.0";"4";"37.6005578004036";"55.719078200293";"55.7191371,37.6002896|55.7190193,37.600826";"{type=MultiLineString, coordinates=[[[37.60028960043461, 55.71913709996675], [37.600825999762115, 55.719019299935084]]], center=[[37.6005578000984, 55.7190781999509]]}";
"3020158";"Парковка №3020 (58)";"64190059";"3020";"Южный административный округ";"Донской район";"Малый Калужский Переулок, Дом 2, Строение 4";"круглосуточно";"40.0";"8";"37.601491200883";"55.7188863507316";"55.7189679,37.6010674|55.7188048,37.601915";"{type=MultiLineString, coordinates=[[[37.601067400435156, 55.71896790015698], [37.601915000431575, 55.71880480022128]]], center=[[37.6014912004334, 55.7188863501892]]}";
"3020159";"Парковка №3020 (59)";"64190061";"3020";"Южный административный округ";"Донской район";"Малый Калужский Переулок, Дом 2, Строение 5";"круглосуточно";"40.0";"7";"37.602580200854";"55.7186643006593";"55.7187474,37.6021779|55.7185812,37.6029825";"{type=MultiLineString, coordinates=[[[37.602177899586025, 55.718747400236055], [37.60298249992474, 55.71858120023149]]], center=[[37.6025801997554, 55.7186643002338]]}";
"3020160";"Парковка №3020 (60)";"64190062";"3020";"Южный административный округ";"Донской район";"Малый Калужский Переулок, Дом 2";"круглосуточно";"40.0";"6";"37.6035297003908";"55.7184679003049";"55.7185238,37.6032561|55.718412,37.6038033";"{type=MultiLineString, coordinates=[[[37.603256099810814, 55.71852379991765], [37.60380329958299, 55.71841200003741]]], center=[[37.6035296996969, 55.7184678999775]]}";
"3001472";"Парковка №3001 (372)";"64190150";"3001";"Центральный административный округ";"район Хамовники";"Учебный Переулок, Дом 1";"круглосуточно";"40.0";"15";"37.5585034700385";"55.7245908008841";"55.7249274,37.5579697|55.7246132,37.5584391|55.7242318,37.5591016";"{type=MultiLineString, coordinates=[[[37.55796969970177, 55.7249273999795], [37.558439099980454, 55.72461320020318], [37.559101600315984, 55.724231799932646]]], center=[[37.5585356500089, 55.724579599956]]}";
"3001473";"Парковка №3001 (373)";"64190153";"3001";"Центральный административный округ";"район Хамовники";"Учебный Переулок, Дом 3";"круглосуточно";"40.0";"9";"37.559618334543";"55.7239020336237";"55.7240921,37.5593282|55.7239501,37.5595562|55.7236639,37.5599706";"{type=MultiLineString, coordinates=[[[37.559328200346386, 55.72409210017894], [37.55955619995203, 55.723950100041336], [37.55997059997909, 55.72366390000534]]], center=[[37.5596494001628, 55.7238780000921]]}";
"3001475";"Парковка №3001 (375)";"64190156";"3001";"Центральный административный округ";"район Хамовники";"Усачёва Улица, Дом 35А";"круглосуточно";"40.0";"3";"37.5601905505227";"55.7233496501287";"55.7234652,37.5600135|55.7232341,37.5603676";"{type=MultiLineString, coordinates=[[[37.56001349992381, 55.723465199886334], [37.56036759963914, 55.72323409996081]]], center=[[37.5601905497815, 55.7233496499235]]}";
"3001476";"Парковка №3001 (376)";"64190163";"3001";"Центральный административный округ";"район Хамовники";"Усачёва Улица, Дом 35А";"круглосуточно";"40.0";"1";"37.5602469000213";"55.7234746500054";"55.7234977,37.5602107|55.7234516,37.5602831";"{type=MultiLineString, coordinates=[[[37.560210699891606, 55.72349770017994], [37.560283099611944, 55.723451600245824]]], center=[[37.5602468997517, 55.7234746502129]]}";
"3001477";"Парковка №3001 (377)";"64190169";"3001";"Центральный административный округ";"район Хамовники";"Усачёва Улица, Дом 35А";"круглосуточно";"40.0";"1";"37.5605044000213";"55.7233115500054";"55.7233346,37.5604682|55.7232885,37.5605406";"{type=MultiLineString, coordinates=[[[37.56046820017116, 55.723334599936], [37.560540599891496, 55.72328849980935]]], center=[[37.5605044000313, 55.7233115498726]]}";
"3001486";"Парковка №3001 (386)";"64190186";"3001";"Центральный административный округ";"район Хамовники";"2-Я Фрунзенская Улица, Дом 12";"круглосуточно";"40.0";"1";"37.5792750500183";"55.7244036000073";"55.7244206,37.5792328|55.7243866,37.5793173";"{type=MultiLineString, coordinates=[[[37.57923280001902, 55.72442060009124], [37.57931730004622, 55.72438660004217]]], center=[[37.5792750500326, 55.7244036000667]]}";
"3001487";"Парковка №3001 (387)";"64190187";"3001";"Центральный административный округ";"район Хамовники";"2-Я Фрунзенская Улица, Дом 12";"круглосуточно";"40.0";"4";"37.5802495020738";"55.7239886507853";"55.7241737,37.579811|55.7238036,37.580688";"{type=MultiLineString, coordinates=[[[37.57981099975333, 55.72417370015409], [37.58068799981239, 55.7238035997732]]], center=[[37.5802494997828, 55.7239886499636]]}";
"3001488";"Парковка №3001 (388)";"64190188";"3001";"Центральный административный округ";"район Хамовники";"2-Я Фрунзенская Улица, Дом 9, Строение 2";"круглосуточно";"40.0";"12";"37.5791712005196";"55.7239969502023";"55.7240883,37.5789486|55.7239056,37.5793938";"{type=MultiLineString, coordinates=[[[37.57894860001256, 55.724088299768], [37.579393799677476, 55.72390559983669]]], center=[[37.579171199845, 55.7239969498024]]}";
"3001489";"Парковка №3001 (389)";"64190189";"3001";"Центральный административный округ";"район Хамовники";"2-Я Фрунзенская Улица, Дом 9, Строение 2";"круглосуточно";"40.0";"17";"37.5800832022373";"55.7236147508246";"55.7238096,37.5796339|55.7234199,37.5805325";"{type=MultiLineString, coordinates=[[[37.579633899589986, 55.7238095999331], [37.58053249964006, 55.72341989977448]]], center=[[37.5800831996151, 55.7236147498538]]}";
"3001490";"Парковка №3001 (390)";"64190190";"3001";"Центральный административный округ";"район Хамовники";"2-Я Фрунзенская Улица, Дом 7";"круглосуточно";"40.0";"16";"37.5810394010838";"55.7232122004299";"55.7233429,37.5807149|55.7230815,37.5813639";"{type=MultiLineString, coordinates=[[[37.580714899863565, 55.72334290008803], [37.58136390031699, 55.72308150010397]]], center=[[37.5810394000903, 55.723212200096]]}";
"3001491";"Парковка №3001 (391)";"64190191";"3001";"Центральный административный округ";"район Хамовники";"2-Я Фрунзенская Улица, Дом 10";"круглосуточно";"40.0";"7";"37.5814242510163";"55.723494200372";"55.723626,37.5811225|55.7233624,37.581726";"{type=MultiLineString, coordinates=[[[37.58112249964394, 55.723626000187465], [37.58172600042823, 55.72336239982258]]], center=[[37.5814242500361, 55.723494200005]]}";
"3001492";"Парковка №3001 (392)";"64190193";"3001";"Центральный административный округ";"район Хамовники";"2-Я Фрунзенская Улица, Дом 4, Строение 1";"круглосуточно";"40.0";"42";"37.5812191568224";"55.7234405421122";"55.7241253,37.5796098|55.7235861,37.5808919|55.7226102,37.5831557";"{type=MultiLineString, coordinates=[[[37.57960979958756, 55.724125300132364], [37.58089190031386, 55.723586099931005], [37.58315569974563, 55.72261020023199]]], center=[[37.5813827496666, 55.7233677501822]]}";
"3001493";"Парковка №3001 (393)";"64190195";"3001";"Центральный административный округ";"район Хамовники";"2-Я Фрунзенская Улица, Дом 9";"круглосуточно";"40.0";"40";"37.5812286914398";"55.7232708824872";"55.724015,37.579481|55.7234969,37.5806692|55.7231283,37.5815946|55.7225045,37.5830242";"{type=MultiLineString, coordinates=[[[37.579481000040424, 55.72401500012946], [37.5806691998701, 55.72349689981499], [37.58159460025837, 55.723128300168554], [37.583024199862756, 55.722504499935916]]], center=[[37.5812525999516, 55.7232597500327]]}";
"3001494";"Парковка №3001 (394)";"64190197";"3001";"Центральный административный округ";"район Хамовники";"2-Я Фрунзенская Улица, Дом 4, Строение 1";"круглосуточно";"40.0";"15";"37.582375101223";"55.7230853504593";"55.7232281,37.5820398|55.7229426,37.5827104";"{type=MultiLineString, coordinates=[[[37.58203979992329, 55.72322810021839], [37.5827104003677, 55.72294260015286]]], center=[[37.5823751001455, 55.7230853501856]]}";
"3001495";"Парковка №3001 (395)";"64190199";"3001";"Центральный административный округ";"район Хамовники";"2-Я Фрунзенская Улица, Дом 5";"круглосуточно";"40.0";"13";"37.5822919054166";"55.7226706519719";"55.7229758,37.5815972|55.7223655,37.5829866";"{type=MultiLineString, coordinates=[[[37.5815971999828, 55.72297580007175], [37.58298659997821, 55.72236549978121]]], center=[[37.5822918999805, 55.7226706499265]]}";
"3001496";"Парковка №3001 (396)";"64190201";"3001";"Центральный административный округ";"район Хамовники";"Фрунзенская Набережная, Дом 36/2";"круглосуточно";"40.0";"17";"37.5843639552113";"55.722226501919";"55.7225241,37.5836786|55.7219289,37.5850493";"{type=MultiLineString, coordinates=[[[37.58367860008936, 55.72252409975778], [37.58504929985552, 55.721928899779336]]], center=[[37.5843639499724, 55.7222264997686]]}";
"3001497";"Парковка №3001 (397)";"64190203";"3001";"Центральный административный округ";"район Хамовники";"Фрунзенская Набережная, Дом 36/2";"круглосуточно";"40.0";"2";"37.5854449500675";"55.7217559000247";"55.7217899,37.5853672|55.7217219,37.5855227";"{type=MultiLineString, coordinates=[[[37.58536720015985, 55.72178990010552], [37.58552270033215, 55.72172189995023]]], center=[[37.585444950246, 55.7217559000278]]}";
"3001498";"Парковка №3001 (398)";"64190205";"3001";"Центральный административный округ";"район Хамовники";"Фрунзенская Набережная, Дом 36/2";"круглосуточно";"40.0";"22";"37.5844685589787";"55.7220520033081";"55.7224425,37.5835687|55.7216615,37.5853684";"{type=MultiLineString, coordinates=[[[37.58356870019749, 55.72244249987706], [37.58536840030907, 55.721661499959986]]], center=[[37.5844685502533, 55.7220519999185]]}";
"3001499";"Парковка №3001 (399)";"64190211";"3001";"Центральный административный округ";"район Хамовники";"Фрунзенская Набережная, Дом 38/1";"круглосуточно";"40.0";"15";"37.5841118554567";"55.7220210520403";"55.7223232,37.5834051|55.7217189,37.5848186";"{type=MultiLineString, coordinates=[[[37.58340509991626, 55.72232320010545], [37.584818599914136, 55.72171890021593]]], center=[[37.5841118499152, 55.7220210501606]]}";
"3001500";"Парковка №3001 (400)";"64190215";"3001";"Центральный административный округ";"район Хамовники";"Фрунзенская Набережная, Дом 38/1";"круглосуточно";"40.0";"7";"37.5835921509262";"55.7221064003413";"55.7222318,37.5833031|55.721981,37.5838812";"{type=MultiLineString, coordinates=[[[37.58330309980904, 55.72223179982436], [37.58388119983033, 55.72198099992813]]], center=[[37.5835921498197, 55.7221063998762]]}";
"3001501";"Парковка №3001 (401)";"64190221";"3001";"Центральный административный округ";"район Хамовники";"Фрунзенская Набережная, Дом 38/1";"круглосуточно";"40.0";"4";"37.5842795002756";"55.7218148501006";"55.7218836,37.5841226|55.7217461,37.5844364";"{type=MultiLineString, coordinates=[[[37.584122599605045, 55.721883599909035], [37.58443639999843, 55.72174610019316]]], center=[[37.5842794998017, 55.7218148500511]]}";
"3001502";"Парковка №3001 (402)";"64190225";"3001";"Центральный административный округ";"район Хамовники";"Фрунзенская Набережная, Дом 38/1";"круглосуточно";"40.0";"4";"37.5847904002392";"55.7215943500889";"55.7216578,37.5846429|55.7215309,37.5849379";"{type=MultiLineString, coordinates=[[[37.584642900224374, 55.72165779999526], [37.58493789977713, 55.72153090004877]]], center=[[37.5847904000007, 55.721594350022]]}";
"3001510";"Парковка №3001 (410)";"64190257";"3001";"Центральный административный округ";"район Хамовники";"3-Я Фрунзенская Улица, Дом 9";"круглосуточно";"40.0";"26";"37.5769704058859";"55.7213707522062";"55.7216842,37.5762355|55.7210573,37.5777053";"{type=MultiLineString, coordinates=[[[37.57623550010663, 55.72168420011888], [37.57770530021832, 55.72105730012857]]], center=[[37.5769704001625, 55.7213707501237]]}";
"3001511";"Парковка №3001 (411)";"64190259";"3001";"Центральный административный округ";"район Хамовники";"3-Я Фрунзенская Улица, Дом 14/37";"круглосуточно";"40.0";"9";"37.5764367005653";"55.7220679002074";"55.7221661,37.5762114|55.7219697,37.576662";"{type=MultiLineString, coordinates=[[[37.5762114001042, 55.72216609992192], [37.5766620004406, 55.721969699771655]]], center=[[37.5764367002724, 55.7220678998468]]}";
"3001512";"Парковка №3001 (412)";"64190266";"3001";"Центральный административный округ";"район Хамовники";"3-Я Фрунзенская Улица, Дом 12";"круглосуточно";"40.0";"21";"37.5774626526984";"55.7216245510112";"55.7214123,37.5779602|55.7218368,37.5769651";"{type=MultiLineString, coordinates=[[[37.577960199875115, 55.72141230025227], [37.576965100102285, 55.72183679987058]]], center=[[37.5774626499887, 55.7216245500614]]}";
"3001513";"Парковка №3001 (413)";"64190284";"3001";"Центральный административный округ";"район Хамовники";"3-Я Фрунзенская Улица, Дом 9";"круглосуточно";"40.0";"6";"37.5780513502539";"55.7209122000954";"55.7209772,37.5778985|55.7208472,37.5782042";"{type=MultiLineString, coordinates=[[[37.577898499988144, 55.72097719986143], [37.578204200272594, 55.72084719974705]]], center=[[37.5780513501304, 55.7209121998042]]}";
"3001514";"Парковка №3001 (414)";"64190299";"3001";"Центральный административный округ";"район Хамовники";"3-Я Фрунзенская Улица, Дом 5";"круглосуточно";"40.0";"18";"37.5793844022417";"55.7203426507909";"55.7205421,37.5789445|55.7201432,37.5798243";"{type=MultiLineString, coordinates=[[[37.578944500101606, 55.72054210018858], [37.57982430020942, 55.7201431998773]]], center=[[37.5793844001555, 55.7203426500329]]}";
"3001515";"Парковка №3001 (415)";"64190300";"3001";"Центральный административный округ";"район Хамовники";"3-Я Фрунзенская Улица, Дом 6";"круглосуточно";"40.0";"23";"37.5797238036629";"55.7206547013275";"55.7209062,37.5791538|55.7204032,37.5802938";"{type=MultiLineString, coordinates=[[[37.57915380037631, 55.72090620001214], [37.58029380020108, 55.7204031998065]]], center=[[37.5797238002887, 55.7206546999093]]}";
"3001516";"Парковка №3001 (416)";"64190301";"3001";"Центральный административный округ";"район Хамовники";"3-Я Фрунзенская Улица, Дом 1";"круглосуточно";"40.0";"2";"37.5803333000735";"55.7199370000269";"55.7199725,37.5802522|55.7199015,37.5804144";"{type=MultiLineString, coordinates=[[[37.5802522001186, 55.719972500191176], [37.580414399926276, 55.71990150003328]]], center=[[37.5803333000225, 55.7199370001123]]}";
"3001517";"Парковка №3001 (417)";"64190305";"3001";"Центральный административный округ";"район Хамовники";"3-Я Фрунзенская Улица, Дом 1";"круглосуточно";"40.0";"29";"37.5812473039043";"55.719545751455";"55.7198018,37.5806505|55.7192897,37.5818441";"{type=MultiLineString, coordinates=[[[37.58065049964085, 55.71980179975902], [37.58184410014201, 55.71928970005766]]], center=[[37.5812472998914, 55.7195457499083]]}";
"3001518";"Парковка №3001 (418)";"64190307";"3001";"Центральный административный округ";"район Хамовники";"3-Я Фрунзенская Улица, Дом 6";"круглосуточно";"40.0";"7";"37.5815463501974";"55.7198332500749";"55.7198903,37.5814109|55.7197762,37.5816818";"{type=MultiLineString, coordinates=[[[37.581410900172656, 55.7198902999624], [37.581681799722986, 55.719776199815996]]], center=[[37.5815463499478, 55.7198332498892]]}";
"3001519";"Парковка №3001 (419)";"64190310";"3001";"Центральный административный округ";"район Хамовники";"Фрунзенская Набережная, Дом 44, Строение 1";"круглосуточно";"40.0";"13";"37.5823684521583";"55.7194952008442";"55.719681,37.5819138|55.7193094,37.5828231";"{type=MultiLineString, coordinates=[[[37.5819138004249, 55.719680999817484], [37.582823100308296, 55.7193094001579]]], center=[[37.5823684503666, 55.7194951999877]]}";
"3008369";"Парковка №3008 (269)";"64190334";"3008";"Центральный административный округ";"Таганский район";"Лавров Переулок, Дом 8, Строение 1";"круглосуточно";"40.0";"4";"37.6594992998037";"55.7332359501561";"55.7331967,37.6593035|55.7332752,37.6596951";"{type=MultiLineString, coordinates=[[[37.65930349955672, 55.7331966998356], [37.65969510034189, 55.7332751999991]]], center=[[37.6594992999493, 55.7332359499174]]}";
